"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
16,25,1,5,21,1,1,1,38000,61
16,23,1,5,21,2,1,1,5500,63
16,49,1,1,21,1,1,1,58000,9
16,45,1,1,16,2,1,1,11500,12
16,15,1,5,12,1,NA,1,0,16
16,21,1,5,19,2,6,1,3250,47
16,21,1,5,19,2,6,1,1130,22
16,82,1,2,16,1,1,1,16600,16
16,69,1,2,18,2,6,1,31770,5
16,76,1,1,21,1,6,1,49700,19
16,64,1,1,21,2,6,1,45000,27
16,48,1,1,21,1,6,1,32400,26
16,53,1,1,21,2,1,1,31000,19
16,31,1,5,22,2,1,1,38000,75
16,49,1,1,16,1,1,1,42120,41
16,50,1,1,16,2,1,1,3000,22
16,51,1,1,21,2,1,1,77000,20
16,53,1,1,21,1,1,1,36000,20
16,20,1,5,16,1,3,1,10000,28
16,31,3,1,19,1,1,1,22000,98
16,32,1,1,19,2,3,1,10000,81
16,8,1,5,5,2,NA,1,NA,66
16,3,1,5,1,2,NA,1,NA,63
16,12,1,5,9,1,NA,9,NA,33
16,66,1,5,21,2,6,1,48960,15
16,48,1,1,18,2,6,1,1800,14
16,49,1,1,16,1,1,1,80000,11
16,21,1,1,20,2,1,1,24000,14
16,23,1,1,15,1,3,1,29600,8
16,59,1,1,16,1,1,1,30000,20
16,51,1,1,16,2,1,1,24200,21
16,46,5,5,9,2,3,1,4000,38
16,19,1,5,14,1,1,1,30700,30
16,52,1,1,16,1,1,8,35600,32
16,41,1,1,20,2,1,1,32500,18
16,12,1,5,9,1,NA,8,NA,11
16,48,5,1,9,1,1,1,15000,11
16,48,5,1,6,2,1,1,15000,11
16,15,5,5,12,2,NA,1,0,10
16,12,5,5,8,2,NA,1,NA,5
16,58,1,1,15,1,1,1,55000,26
16,58,1,1,16,2,1,1,22500,30
16,32,1,4,16,1,1,1,45000,67
16,45,1,1,21,1,1,1,53040,24
16,41,1,1,19,2,6,1,0,17
16,20,1,5,19,2,3,1,2000,22
16,17,1,5,14,1,6,1,0,19
16,15,1,5,12,2,NA,1,0,14
16,8,1,5,4,2,NA,1,NA,12
16,6,1,5,1,2,NA,1,NA,13
16,49,1,5,16,1,1,1,25000,14
16,93,1,5,16,2,6,1,17000,16
16,61,1,1,21,1,1,1,53200,5
16,60,1,1,21,2,1,1,31000,6
16,28,1,1,23,2,1,1,16000,18
16,33,1,1,22,1,3,1,7800,14
16,20,1,5,19,1,3,1,27400,58
16,54,1,1,17,2,6,1,54400,18
16,47,1,1,16,1,1,1,49800,29
16,79,1,2,16,1,6,1,14300,34
16,77,1,2,21,2,6,1,30500,18
16,41,1,5,19,2,1,1,20000,35
16,14,1,5,11,2,NA,1,NA,15
16,9,1,5,7,2,NA,1,NA,15
16,59,1,1,16,1,1,1,25500,15
16,61,1,1,16,2,1,1,17800,17
16,51,1,1,22,1,1,1,31000,10
16,50,1,1,17,2,6,1,33100,10
16,30,1,1,16,1,1,1,29000,21
16,27,1,1,15,2,1,1,4000,15
16,10,1,5,7,1,NA,1,NA,9
16,7,1,5,4,2,NA,1,NA,11
16,19,4,5,16,2,1,1,5000,26
16,40,1,1,21,1,1,1,53000,20
16,45,1,1,18,2,6,1,0,14
16,7,1,5,3,1,NA,1,NA,21
16,6,1,5,2,2,NA,1,NA,20
16,30,1,1,21,2,6,1,0,38
16,29,1,1,20,1,1,1,80000,48
16,0,1,5,NA,1,NA,1,NA,39
16,71,1,1,12,2,6,1,14500,19
16,75,1,1,13,1,6,1,16200,17
16,39,1,1,20,2,1,1,40000,15
16,39,5,1,21,1,1,1,75000,15
16,17,3,5,14,2,1,1,2000,18
16,16,3,5,12,2,1,1,1200,18
16,60,1,3,19,2,1,1,29000,17
16,58,1,5,23,2,1,1,73000,21
16,39,1,1,19,1,1,1,75000,31
16,36,1,1,21,2,1,1,17000,31
16,17,1,5,14,1,6,1,3000,45
16,11,1,5,8,1,NA,1,NA,34
16,39,1,1,22,1,1,1,83000,17
16,34,1,1,21,2,6,1,0,18
16,5,1,5,2,2,NA,1,NA,17
16,2,1,5,NA,1,NA,1,NA,15
16,72,1,1,18,1,6,1,0,5
16,69,1,1,18,2,6,1,0,5
16,69,1,3,13,2,6,1,9500,23
16,81,1,1,11,1,6,1,160400,21
16,72,1,1,14,2,6,1,0,16
16,66,1,1,16,1,1,1,4400,22
16,65,1,1,16,2,6,1,7000,20
16,16,1,5,12,1,6,1,1000,21
16,22,1,5,9,2,1,3,1700,7
16,6,1,5,4,2,NA,3,NA,11
16,6,1,5,3,1,NA,3,NA,14
16,5,1,5,1,1,NA,3,NA,14
16,2,1,5,NA,1,NA,3,NA,12
16,1,1,5,NA,1,NA,3,NA,13
16,29,1,3,18,2,1,1,20000,16
16,10,1,5,7,1,NA,1,NA,18
16,8,1,5,5,1,NA,1,NA,18
16,27,1,3,21,2,1,1,35000,26
16,40,1,1,18,1,1,1,50000,14
16,18,1,5,15,1,3,1,0,13
16,16,1,5,12,1,6,1,0,10
16,15,1,5,11,1,NA,1,0,10
16,10,1,5,7,2,NA,1,NA,14
16,43,1,1,16,2,1,1,30000,18
16,49,1,1,23,1,1,1,75010,17
16,51,1,1,16,2,1,1,42000,12
16,54,1,1,16,1,1,1,85000,11
16,54,1,1,16,2,1,1,25000,12
16,47,1,5,13,1,1,2,14400,12
16,76,1,1,16,1,1,1,45600,17
16,65,1,1,16,2,1,1,22100,11
16,55,1,1,20,1,1,1,135000,18
16,56,1,1,19,2,1,1,15000,21
16,55,1,3,21,2,1,1,85000,52
16,89,1,2,16,2,6,1,16400,15
16,27,1,3,21,1,1,1,52760,8
16,2,1,5,NA,2,NA,1,NA,15
16,55,1,1,18,1,1,1,33040,5
16,51,1,1,19,2,1,1,30200,3
16,21,1,5,19,1,1,1,3000,7
16,43,1,1,19,1,1,1,40000,28
16,42,4,1,18,2,6,1,7000,20
16,15,1,5,12,1,NA,1,0,28
16,12,1,5,9,2,NA,1,NA,24
16,25,1,3,19,2,1,1,7300,30
16,7,1,5,3,1,NA,1,NA,29
16,5,1,5,1,1,NA,1,NA,29
16,1,1,5,NA,2,NA,1,NA,23
16,26,1,5,13,1,1,1,34800,30
16,31,1,1,19,1,1,1,28000,12
16,29,1,1,21,2,6,1,0,19
16,7,1,5,3,1,NA,1,NA,14
16,4,1,5,1,2,NA,1,NA,18
16,3,1,5,1,1,NA,1,NA,11
16,1,1,5,NA,1,NA,1,NA,11
16,44,1,3,21,2,1,1,42000,26
16,8,1,5,5,1,NA,1,NA,10
16,39,1,5,19,1,1,1,58000,16
16,71,1,2,16,2,6,1,3600,19
16,23,1,5,16,1,3,1,17000,19
16,69,1,1,15,2,6,1,10300,19
16,71,1,1,17,1,6,1,7200,25
16,57,1,3,16,1,1,1,39000,22
16,50,3,3,18,2,1,1,43700,45
16,61,1,1,16,1,6,1,77900,18
16,45,1,1,16,2,1,1,14200,24
16,18,1,5,14,2,6,1,3000,23
16,13,1,5,9,1,NA,1,NA,18
16,11,1,5,7,2,NA,1,NA,21
16,20,1,5,16,1,4,1,18800,17
16,41,1,1,18,1,1,1,25000,24
16,38,1,1,18,2,1,1,2400,23
16,16,1,5,13,2,6,1,0,26
16,12,1,5,9,2,NA,1,NA,25
16,10,1,5,7,2,NA,1,NA,25
16,9,1,5,5,1,NA,1,NA,19
16,6,1,5,3,2,NA,1,NA,25
16,2,1,5,NA,1,NA,1,NA,24
16,57,1,2,14,2,1,1,4002,17
