"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
11,38,1,5,21,1,1,1,95001,17
11,69,1,2,18,2,6,2,22200,11
11,56,5,1,18,1,1,6,62000,31
11,50,5,1,16,2,6,6,7500,20
11,19,5,5,18,2,1,6,2400,10
11,64,1,5,12,1,6,2,0,27
11,86,1,2,13,2,6,2,10810,17
11,31,1,1,22,1,1,1,80000,11
11,29,1,1,23,2,1,1,98000,9
11,29,4,5,15,2,1,6,175000,15
11,24,1,5,21,1,1,1,45000,17
11,24,1,5,21,2,1,1,55000,15
11,34,1,5,23,2,1,1,150150,14
11,35,3,5,21,2,3,1,170000,31
11,29,1,5,21,1,1,1,79000,29
11,28,4,5,21,1,1,1,9500,29
11,24,1,5,21,1,1,1,44300,40
11,60,1,1,13,1,1,2,26000,12
11,60,1,1,11,2,6,2,9800,10
11,42,1,3,19,1,1,2,56000,14
11,30,1,5,16,2,1,2,30000,20
11,55,1,5,19,2,1,2,4400,26
11,24,1,5,18,1,6,2,0,32
11,44,1,1,14,2,1,2,10000,38
11,45,1,1,14,1,1,2,21000,38
11,18,1,5,14,1,6,2,0,44
11,21,1,5,18,1,6,1,360,1
11,29,1,5,24,1,1,1,93000,14
11,26,1,5,21,1,1,1,82000,21
11,23,1,5,21,1,1,1,31000,11
11,23,1,5,21,1,1,1,30000,18
11,22,1,5,21,1,1,1,40000,17
11,59,1,5,21,2,6,1,28800,52
11,39,1,5,18,1,1,1,37100,13
11,46,1,5,21,1,1,1,150200,11
11,59,1,5,19,2,1,2,68050,12
11,46,1,5,19,2,1,2,94000,21
11,27,1,5,22,1,1,2,6000,14
11,38,1,4,20,1,1,1,20001,14
11,1,1,5,NA,1,NA,1,NA,13
11,42,1,3,20,2,1,1,3200,17
11,22,1,5,19,1,1,1,36800,14
11,34,4,5,16,1,1,6,7600,18
11,58,1,3,23,2,1,1,118500,11
11,22,1,5,21,1,6,1,4504,17
11,18,5,5,19,1,6,1,21600,22
11,45,1,5,14,2,6,2,0,13
11,50,1,5,23,2,1,1,668000,17
11,50,1,5,22,2,1,1,26000,18
11,64,1,5,21,1,6,2,32000,13
11,43,1,1,22,2,1,9,12000,49
11,59,5,1,19,1,1,9,73000,82
11,16,1,5,13,1,6,9,0,44
11,14,1,5,11,1,NA,9,NA,42
11,11,1,5,9,2,NA,9,NA,49
11,7,1,5,4,1,NA,9,NA,42
11,49,1,5,22,1,1,1,134120,11
11,57,1,1,22,1,1,1,109600,18
11,65,1,1,21,2,6,1,53700,23
11,76,5,5,9,2,6,1,7200,16
11,37,1,5,21,1,1,1,104001,17
11,27,1,5,23,1,1,1,157400,12
11,30,1,5,22,2,1,1,61000,21
11,27,4,5,21,1,1,1,70010,23
11,69,1,1,22,1,6,1,122000,14
11,75,1,1,22,2,6,1,69200,10
11,50,1,3,20,2,1,2,47000,54
11,64,1,1,22,1,1,1,128200,16
11,64,1,1,21,2,6,1,29500,14
11,24,1,5,16,2,6,2,5000,29
11,9,1,5,5,1,NA,2,NA,19
11,8,1,5,5,1,NA,2,NA,18
11,4,1,5,2,2,NA,2,NA,27
11,55,1,3,18,2,6,2,2500,19
11,58,1,5,16,2,1,2,69000,31
11,67,1,1,23,1,1,1,69060,18
11,43,1,1,22,2,1,1,23020,11
11,63,1,1,18,2,1,2,46800,14
11,50,1,1,19,1,1,2,40000,13
11,72,1,2,13,2,6,2,8300,12
11,65,1,1,16,2,1,2,25000,13
11,71,1,1,16,1,6,2,37200,12
11,41,1,5,16,2,6,2,35000,22
11,57,1,3,21,1,1,1,211000,19
11,57,1,2,22,2,1,1,78500,10
11,33,1,5,23,2,1,1,115000,15
11,38,1,1,23,2,1,6,144500,18
11,28,1,5,23,2,1,1,104084,19
11,20,1,5,19,1,5,1,19000,53
11,44,1,4,19,2,1,2,48900,12
11,6,1,5,4,2,NA,2,NA,13
11,48,1,5,21,2,1,2,20000,15
11,26,1,5,17,2,2,2,22000,28
11,20,1,5,13,2,1,2,4400,23
11,16,1,5,14,1,6,2,0,16
11,13,1,5,9,2,NA,2,NA,16
11,12,1,5,9,2,NA,2,NA,15
11,63,1,3,21,2,1,7,36380,11
11,33,1,5,22,2,1,2,70500,16
11,39,1,4,16,2,1,2,40400,16
11,14,1,5,12,2,NA,2,NA,15
11,11,1,5,8,2,NA,2,NA,16
11,2,1,5,NA,2,NA,2,NA,19
11,28,1,5,21,2,1,2,43000,33
11,8,1,5,5,2,NA,2,NA,31
11,40,4,5,22,1,1,1,115000,21
11,74,1,2,14,2,6,2,7500,19
11,62,1,1,19,1,1,2,60000,51
11,59,1,1,19,2,6,2,0,47
11,33,1,5,19,1,1,2,50000,64
11,49,1,5,22,2,3,1,138000,13
11,32,5,1,19,1,1,2,30000,35
11,33,5,1,16,2,6,2,0,41
11,38,1,5,23,2,1,2,156000,12
