"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
20,48,1,1,22,2,1,1,23500,24
20,17,1,5,14,1,1,1,2300,25
20,14,1,5,11,2,NA,1,NA,26
20,50,1,1,18,1,1,1,47800,18
20,49,1,1,15,2,6,1,16700,27
20,31,1,1,14,1,1,1,25000,7
20,38,1,1,16,2,6,1,0,5
20,9,1,5,6,2,NA,1,NA,7
20,7,1,5,3,1,NA,1,NA,4
20,3,1,5,1,2,NA,1,NA,8
20,68,1,1,14,1,6,1,29000,7
20,68,1,1,16,2,6,1,34000,7
20,19,1,5,16,1,6,1,1800,12
20,62,1,3,17,2,6,1,12400,11
20,21,1,5,19,1,1,1,12500,71
20,41,1,3,16,2,1,1,33100,4
20,15,1,5,13,1,NA,1,0,7
20,15,1,5,13,1,NA,1,0,7
20,13,1,5,10,1,NA,1,NA,4
20,29,1,1,21,2,6,1,0,28
20,32,1,1,18,1,1,1,58000,27
20,11,1,5,7,2,NA,1,NA,28
20,1,1,5,NA,1,NA,1,NA,27
20,48,1,1,20,2,1,1,24000,12
20,48,1,1,16,1,1,1,337000,11
20,79,1,1,16,1,6,1,50200,17
20,86,1,1,16,2,6,1,67800,19
20,52,1,1,17,2,1,1,17000,3
20,49,1,1,17,1,1,1,18000,3
20,31,1,1,21,1,1,1,43000,18
20,31,1,1,21,2,1,1,35000,15
20,2,1,5,NA,1,NA,1,NA,18
20,85,1,2,11,1,6,1,18500,30
20,79,1,2,16,2,6,1,23300,15
20,64,1,1,16,1,1,1,38100,11
20,62,1,1,13,2,1,1,12000,8
20,19,1,5,13,2,6,1,3500,7
20,2,1,5,NA,1,NA,1,NA,11
20,60,1,3,16,2,1,1,23800,17
20,59,1,3,17,1,1,1,37000,19
20,21,1,5,19,1,6,1,13000,3
20,63,1,3,11,1,6,2,7800,57
20,74,1,1,15,1,1,1,27700,4
20,63,1,1,16,2,6,1,5700,4
20,37,1,1,21,1,1,1,100200,27
20,42,1,1,21,2,6,1,0,26
20,8,1,5,5,2,NA,1,NA,29
20,5,1,5,2,2,NA,1,NA,30
20,48,1,1,13,1,1,1,72000,16
20,49,1,1,18,2,1,9,10000,9
20,18,1,5,14,1,1,9,6000,15
20,32,1,3,16,2,1,1,23900,15
20,10,1,5,7,2,NA,1,NA,14
20,8,1,5,5,1,NA,1,NA,20
20,33,1,5,18,2,6,1,7000,8
20,51,1,2,16,2,1,1,24400,9
20,53,1,3,21,1,1,1,52000,4
20,76,1,4,16,1,6,1,12500,8
20,77,1,5,16,1,6,1,30000,7
20,45,1,1,21,1,1,1,66020,27
20,40,1,1,19,2,1,1,3800,27
20,14,1,5,11,1,NA,1,NA,28
20,12,1,5,8,1,NA,1,NA,27
20,9,1,5,5,2,NA,1,NA,34
20,52,1,5,16,1,1,1,32000,4
20,78,1,2,16,2,6,1,56300,20
20,36,1,3,16,2,6,2,7900,31
20,12,1,5,9,1,NA,2,NA,40
20,51,1,3,16,1,3,2,1100,55
20,14,1,5,10,1,NA,2,NA,39
20,12,1,5,8,2,NA,2,NA,28
20,67,1,2,22,2,6,1,39000,18
20,20,1,5,18,1,6,1,13000,20
20,74,1,1,16,1,6,1,22100,15
20,67,1,1,16,2,6,1,14400,23
20,51,1,3,16,2,1,1,21000,7
20,37,1,1,21,1,1,1,74000,19
20,29,1,1,21,2,1,1,55000,16
20,0,1,5,NA,1,NA,1,NA,16
20,57,1,2,16,1,6,1,24900,17
20,28,1,1,16,1,1,1,15000,22
20,0,1,5,NA,2,NA,1,NA,19
20,0,1,5,NA,2,NA,1,NA,18
20,19,1,1,13,2,6,1,20000,22
20,32,1,1,18,1,1,1,55000,6
20,32,1,1,18,2,1,1,12000,8
20,10,1,5,8,1,NA,1,NA,5
20,8,1,5,5,1,NA,1,NA,6
20,6,1,5,2,1,NA,1,NA,6
20,67,1,1,11,1,6,1,13700,20
20,65,1,1,13,2,6,1,0,28
20,54,1,3,20,1,1,1,41000,5
20,51,1,1,13,2,3,1,840,7
20,52,1,1,16,1,1,1,10000,7
20,48,4,1,22,1,1,1,89000,21
20,46,1,1,22,2,1,1,35000,24
20,7,1,5,4,1,NA,1,NA,21
20,34,1,1,19,2,2,1,400,2
20,37,1,1,18,1,1,1,25000,6
20,4,1,5,1,2,NA,1,NA,5
20,1,1,5,NA,1,NA,1,NA,6
20,61,1,1,14,2,6,1,10700,9
20,49,1,1,12,1,6,1,0,8
20,6,1,5,1,1,NA,1,NA,9
20,84,1,1,14,1,6,1,14400,22
20,82,1,1,16,2,6,1,12100,20
20,60,1,1,11,1,6,1,23100,24
20,59,1,1,14,2,6,1,0,22
20,47,1,3,13,2,1,1,30020,7
20,28,1,5,23,2,1,1,16300,4
20,58,1,1,22,2,1,1,34300,17
20,59,1,1,16,1,6,1,90400,22
20,78,1,2,12,2,6,1,12500,6
20,59,1,1,22,2,6,1,17000,17
20,68,1,1,21,1,6,1,64800,20
20,53,1,3,19,1,6,1,9200,16
20,68,1,1,16,2,6,1,10800,21
20,56,1,1,21,1,1,1,53300,11
20,51,1,1,19,2,1,1,51000,16
20,62,1,1,19,1,1,1,131000,17
20,63,1,1,16,2,6,1,18000,17
20,25,1,5,20,1,1,1,28000,24
20,21,4,5,16,1,1,6,13200,20
20,55,1,3,20,2,1,1,89000,5
20,16,1,5,12,2,1,1,1000,9
20,14,1,5,11,1,NA,1,NA,7
20,12,1,5,9,1,NA,1,NA,8
20,31,5,1,16,1,1,8,40000,62
20,24,5,1,16,2,6,8,0,49
20,5,1,5,2,2,NA,8,NA,38
20,3,1,5,1,2,NA,8,NA,50
20,69,1,5,17,2,6,1,15900,7
20,48,1,4,16,1,1,1,42000,4
20,17,1,5,14,1,1,1,3000,5
20,68,1,1,11,1,1,1,154100,18
20,76,1,1,11,2,6,1,9000,22
20,87,1,1,19,2,6,1,37100,10
20,78,1,1,18,1,6,1,23800,16
20,49,1,1,21,1,1,1,105000,21
20,49,1,1,20,2,1,1,30000,16
20,15,1,5,11,1,NA,1,0,19
20,49,1,1,16,1,1,1,42000,17
20,49,1,1,19,2,1,1,59000,17
20,70,1,2,18,2,6,1,16700,23
20,73,1,5,9,1,6,1,11100,27
20,79,1,2,16,1,6,1,8400,13
20,56,1,1,21,1,6,1,14000,6
20,53,1,1,19,2,1,1,50000,5
20,22,1,5,21,1,1,1,12000,9
20,29,1,5,16,1,1,1,28000,56
20,41,1,1,16,1,1,1,31000,24
20,42,1,1,20,2,1,1,30000,25
20,20,1,5,19,2,1,1,12000,30
20,74,1,1,16,1,6,1,29500,18
20,68,1,1,15,2,6,1,6000,16
20,58,1,1,16,1,1,1,63000,17
20,51,1,1,20,2,1,1,29400,16
20,52,1,1,22,1,1,1,62000,28
20,46,1,1,23,2,1,1,31000,27
20,64,1,1,16,1,1,1,30000,7
20,68,1,1,16,2,6,1,8200,6
20,40,1,1,18,2,1,1,18400,5
20,34,1,1,18,1,1,1,64000,6
20,19,1,5,16,1,1,1,7000,1
20,61,1,3,22,2,6,1,58220,18
20,28,1,5,16,1,1,1,22000,16
20,33,1,5,19,1,1,1,26000,19
20,33,5,5,7,1,3,8,32000,30
20,58,1,1,16,1,6,1,40500,8
20,65,1,1,18,2,6,1,11200,4
20,11,1,5,8,2,NA,9,NA,8
20,47,1,3,20,2,1,1,24000,5
20,17,1,5,14,2,1,1,730,9
20,53,1,3,16,1,1,1,28000,8
20,36,1,1,22,1,1,1,85000,30
20,33,1,1,21,2,1,1,3000,26
20,7,1,5,3,2,NA,1,NA,19
20,3,1,5,1,1,NA,1,NA,37
20,0,1,5,NA,1,NA,1,NA,37
20,76,1,2,16,2,6,1,39900,18
20,66,1,1,18,1,1,1,21600,28
20,64,1,1,15,2,1,1,15300,26
20,61,1,1,21,1,1,1,346500,3
20,61,1,1,16,2,1,1,25000,4
20,55,1,1,19,1,1,1,70000,6
20,45,1,1,21,2,1,1,37300,5
20,33,1,1,19,2,1,1,22000,14
20,37,1,1,20,1,1,1,33000,16
20,13,1,5,9,1,NA,1,NA,22
20,11,1,5,7,1,NA,1,NA,22
20,20,1,5,19,1,1,1,2000,15
20,86,1,2,16,2,6,1,24000,20
20,44,1,5,21,1,1,1,150130,22
20,51,1,1,20,2,6,1,10200,22
20,57,1,1,11,1,6,1,11700,16
20,33,1,5,17,1,6,9,0,16
20,66,1,3,16,2,6,1,19200,8
20,31,1,1,19,1,1,1,40030,26
20,30,1,1,16,2,1,1,136000,24
20,5,1,5,3,2,NA,1,NA,28
20,76,1,1,18,1,1,1,55100,14
20,68,1,1,16,2,6,1,20100,27
20,19,1,3,16,1,2,1,530,18
20,72,1,1,20,2,6,1,14980,8
20,72,1,1,16,1,1,1,24600,14
20,68,1,5,22,1,6,1,25500,25
20,58,1,1,21,1,1,1,332300,22
20,55,1,1,18,2,6,1,5300,20
20,20,1,1,16,1,4,1,30000,19
20,20,1,1,16,2,6,1,15000,10
20,37,1,1,18,1,1,1,71000,20
20,33,1,1,20,2,1,9,50000,15
20,0,1,5,NA,2,NA,1,NA,23
20,77,1,2,16,2,6,1,45500,35
