"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
15,43,1,1,21,1,1,6,1,59050,15
15,52,1,1,20,2,1,1,1,58000,8
15,64,1,1,16,1,6,1,1,13200,12
15,85,1,1,16,1,6,6,1,124800,16
15,80,1,1,18,2,6,6,1,0,15
15,22,1,5,20,1,1,6,1,32500,17
15,66,5,1,9,1,1,6,1,16000,16
15,67,5,1,1,2,6,6,1,0,18
15,60,1,1,23,1,1,6,1,79000,18
15,59,1,1,19,2,1,6,1,48000,18
15,29,1,5,21,1,1,6,1,12000,21
15,94,1,2,14,2,6,6,1,10000,23
15,48,1,1,20,2,1,1,1,5100,21
15,51,1,1,22,1,4,1,1,99100,17
15,48,1,5,16,2,1,9,23,24000,12
15,27,1,5,16,2,1,9,23,4500,19
15,17,1,5,13,2,6,9,23,0,10
15,7,1,5,4,2,NA,9,23,NA,20
15,4,1,5,1,2,NA,9,23,NA,18
15,57,1,2,20,1,6,9,1,1700,19
15,40,1,1,16,2,1,7,1,18000,48
15,45,1,1,19,1,1,8,3,75000,34
15,17,1,5,12,1,6,7,1,8000,62
15,16,1,5,12,2,6,7,1,0,90
15,42,4,1,19,1,1,6,1,35190,21
15,48,4,1,20,2,1,6,1,21040,15
15,13,1,5,11,2,NA,6,1,NA,22
15,9,1,5,7,1,NA,6,1,NA,16
15,23,1,5,19,1,6,6,1,10000,13
15,72,5,2,12,2,6,6,1,60000,17
15,52,3,1,23,2,1,9,1,12004,48
15,18,4,5,14,2,1,1,1,90,82
15,33,5,5,19,1,6,1,1,900,72
15,22,5,5,19,2,6,1,1,30000,51
15,62,1,2,23,1,6,1,1,203000,6
15,59,1,3,16,2,1,1,2,27800,6
15,18,1,5,16,1,6,7,1,0,12
15,59,1,3,20,2,1,1,1,58600,5
15,79,4,2,20,2,1,9,1,24000,14
15,44,1,5,21,1,1,6,1,48000,14
15,72,4,2,18,2,1,6,1,9000,18
15,58,4,1,19,1,1,6,1,63000,19
15,55,5,1,16,2,6,6,1,129000,19
15,80,1,3,14,1,6,6,1,6290,14
15,65,1,1,16,1,1,6,1,23400,15
15,88,1,2,16,2,6,6,1,21600,16
15,68,1,3,23,2,1,6,1,52000,17
15,24,1,1,21,1,1,6,1,318000,18
15,23,5,1,21,2,1,6,1,9800,19
15,27,1,3,19,2,1,9,1,21600,8
15,7,1,5,4,1,NA,9,1,NA,6
15,4,1,5,1,1,NA,9,1,NA,4
15,38,1,1,18,2,1,6,1,45000,9
15,37,1,1,18,1,1,7,1,46000,9
15,9,1,5,6,1,NA,9,1,NA,9
15,5,1,5,2,2,NA,9,1,NA,9
15,5,1,5,2,2,NA,9,1,NA,10
15,51,1,1,18,2,1,6,1,38000,12
15,50,1,1,19,1,1,1,2,40000,8
15,81,4,2,9,2,6,6,1,25500,11
15,50,1,1,19,1,1,1,1,61000,17
15,57,1,1,18,2,1,6,1,48000,16
15,20,1,5,18,1,6,6,1,200,17
15,47,1,3,19,1,1,6,1,31000,12
15,12,1,5,10,1,NA,6,1,NA,14
15,36,1,1,22,2,1,9,1,86000,19
15,37,1,1,16,1,1,9,1,55000,18
15,8,1,5,5,2,NA,9,1,NA,18
15,6,1,5,3,1,NA,9,1,NA,17
15,45,5,1,24,1,6,6,1,0,16
15,39,5,1,19,2,6,6,1,0,18
15,12,5,5,9,2,NA,6,1,NA,18
15,46,1,1,21,2,1,1,1,25000,38
15,48,1,1,24,1,1,1,1,21000,28
15,16,1,5,12,2,6,1,1,0,49
15,10,1,5,6,2,NA,1,1,NA,50
15,38,1,5,15,2,1,1,1,10000,22
15,37,1,3,19,1,1,1,1,20000,24
15,60,1,3,20,2,1,1,1,149000,18
15,77,1,2,16,2,6,6,1,14600,15
15,77,1,2,11,2,6,7,1,14400,6
15,57,1,5,16,1,1,7,1,60000,10
15,33,1,5,21,1,4,1,1,96100,6
15,56,1,1,19,1,1,1,1,85000,14
15,83,1,1,18,2,6,6,1,59000,16
15,84,1,1,17,1,6,9,1,61700,15
15,29,1,3,16,2,3,7,3,19600,16
15,11,1,5,7,2,NA,7,3,NA,15
15,9,1,5,6,2,NA,7,3,NA,15
15,8,1,5,5,1,NA,7,3,NA,11
15,6,1,5,3,1,NA,7,3,NA,10
15,3,1,5,1,2,NA,7,3,NA,14
15,55,1,3,19,2,1,1,1,19000,42
15,40,1,5,21,2,1,1,1,24000,44
15,56,1,1,16,1,1,9,1,28000,45
15,45,1,1,16,2,1,9,1,23000,47
15,25,1,5,16,2,1,9,1,15000,47
15,23,1,1,14,2,1,9,1,2100,55
